poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max	avg_coord_queue[s]	mac_percentage_dropped
1140	500	400.813	398.283	402.318	0.005	0.004	0.008	394.924	0.042
1145	500	400.740	397.693	402.761	0.006	0.004	0.009	394.991	0.042
1150	500	401.448	398.724	402.828	0.004	0.004	0.004	395.829	0.084
1155	500	402.550	401.004	403.563	0.004	0.004	0.004	398.072	0.042
1160	500	402.595	400.869	403.958	0.004	0.004	0.004	398.096	0.043
1165	500	403.437	401.876	404.498	0.004	0.004	0.004	398.906	0.086
1170	500	403.743	402.872	404.418	0.004	0.004	0.004	399.879	0.043
1175	500	403.737	402.687	404.766	0.004	0.004	0.004	399.855	0.043
1180	500	404.066	403.012	405.098	0.004	0.004	0.004	400.166	0.043
1185	500	269.315	3.243	405.228	0.005	0.004	0.006	396.480	0.259
1190	500	404.621	404.272	405.303	0.004	0.004	0.004	401.210	0.044
1195	500	404.904	404.554	405.588	0.004	0.004	0.004	401.478	0.044
1200	500	404.813	404.282	405.858	0.004	0.004	0.004	401.371	0.044
1205	500	405.064	404.532	406.113	0.004	0.004	0.004	401.607	0.044
1210	500	405.301	404.767	406.353	0.004	0.004	0.004	401.828	0.045
1215	500	405.523	404.987	406.578	0.004	0.004	0.004	402.034	0.045
1220	500	405.729	405.192	406.788	0.004	0.004	0.004	402.225	0.045
1225	500	405.921	405.382	406.983	0.004	0.004	0.004	402.401	0.045
1230	500	406.098	405.557	407.163	0.004	0.004	0.004	402.562	0.045
1235	500	406.259	405.717	407.328	0.004	0.004	0.004	402.708	0.045
1240	500	406.406	405.862	407.478	0.004	0.004	0.004	402.839	0.046
1245	500	406.538	405.992	407.613	0.004	0.004	0.004	402.954	0.046
1250	500	407.335	406.786	408.416	0.004	0.004	0.004	403.725	0.046
1255	500	407.134	406.774	407.838	0.004	0.004	0.004	403.520	0.046
1260	500	407.223	406.862	407.928	0.004	0.004	0.004	403.592	0.046
1265	500	407.296	406.934	408.003	0.004	0.004	0.004	403.650	0.047
1270	500	407.546	406.992	408.638	0.004	0.004	0.004	403.884	0.047
1275	500	407.590	407.034	408.686	0.004	0.004	0.004	403.913	0.047
1280	500	408.006	407.642	408.718	0.004	0.004	0.004	404.313	0.047
1285	500	408.022	407.657	408.736	0.004	0.004	0.004	404.313	0.047
1290	500	408.218	407.657	409.323	0.004	0.004	0.004	404.493	0.047
1295	500	408.204	407.642	409.313	0.004	0.004	0.004	404.464	0.048
1300	500	408.569	408.202	409.288	0.004	0.004	0.004	404.813	0.048
1305	500	408.725	408.159	409.841	0.004	0.004	0.004	404.954	0.048
1310	500	408.669	408.102	409.788	0.004	0.004	0.004	404.882	0.048
1315	500	408.997	408.627	409.721	0.004	0.004	0.004	405.194	0.048
1320	500	408.913	408.542	409.638	0.004	0.004	0.004	405.294	0.049
1325	500	409.415	409.061	409.645	0.004	0.004	0.004	405.582	0.049
1330	500	409.304	408.932	410.033	0.004	0.004	0.004	405.656	0.049
1335	500	409.583	409.412	409.908	0.004	0.004	0.004	405.920	0.049
1340	500	409.646	409.272	410.378	0.004	0.004	0.004	405.968	0.049
1345	500	409.900	409.729	410.226	0.004	0.004	0.004	406.207	0.049
1350	500	409.938	409.562	410.673	0.004	0.004	0.004	406.230	0.050
1355	500	410.168	409.997	410.493	0.004	0.004	0.004	406.445	0.050
1360	500	410.179	409.802	410.918	0.004	0.004	0.004	406.442	0.050
1365	500	410.385	410.214	410.711	0.004	0.004	0.004	406.633	0.050
1370	500	410.371	409.992	411.113	0.004	0.004	0.004	406.604	0.050
1375	500	410.762	410.382	411.506	0.004	0.004	0.004	406.980	0.051
1380	500	410.933	410.762	411.258	0.004	0.004	0.004	407.136	0.051
1385	500	410.881	410.499	411.628	0.004	0.004	0.004	407.069	0.051
1390	500	411.028	410.857	411.353	0.004	0.004	0.004	407.201	0.051
1395	500	411.375	411.204	411.701	0.004	0.004	0.004	407.534	0.051
1400	500	411.286	410.902	412.038	0.004	0.004	0.004	407.430	0.051
1405	500	411.612	411.227	412.366	0.004	0.004	0.004	407.741	0.052
1410	500	411.713	411.542	412.038	0.004	0.004	0.004	407.827	0.052
1415	500	411.586	411.199	412.343	0.004	0.004	0.004	407.685	0.052
1420	500	411.879	411.492	412.638	0.004	0.004	0.004	407.964	0.052
1425	500	412.163	411.774	412.923	0.004	0.004	0.004	408.232	0.052
1430	500	412.218	412.047	412.543	0.004	0.004	0.004	408.272	0.053
1435	500	412.480	412.309	412.806	0.004	0.004	0.004	408.520	0.053
1440	500	412.293	411.902	413.058	0.004	0.004	0.004	408.318	0.053
1445	500	412.533	412.142	413.301	0.004	0.004	0.004	408.544	0.053
1450	500	412.764	412.372	413.533	0.004	0.004	0.004	408.760	0.053
1455	500	412.985	412.592	413.756	0.005	0.004	0.005	408.966	0.053
1460	500	412.973	412.802	413.298	0.004	0.004	0.004	408.938	0.054
1465	500	413.173	413.002	413.498	0.004	0.004	0.004	409.124	0.054
1470	500	413.363	413.192	413.688	0.004	0.004	0.004	409.299	0.054
1475	500	413.543	413.372	413.868	0.004	0.004	0.004	409.464	0.054
1480	500	413.713	413.542	414.038	0.004	0.004	0.004	409.619	0.054
1485	500	413.418	413.019	414.198	0.004	0.004	0.004	409.309	0.055
1490	500	413.566	413.167	414.348	0.004	0.004	0.004	409.443	0.055
1495	500	413.704	413.304	414.488	0.004	0.004	0.004	409.566	0.055
20	550	2.306	0.023	4.277	1.122	0.776	1.397	4.919	0.101
25	550	5.649	0.036	14.241	0.940	0.618	1.218	2.835	0.081
30	550	1.838	0.041	3.025	0.614	0.521	0.763	2.949	0.061
35	550	0.042	0.026	0.059	0.637	0.618	0.671	0.022	0.008
40	550	1.117	0.035	1.670	0.922	0.030	1.375	1.607	0.036
45	550	0.043	0.027	0.060	0.265	0.153	0.408	0.022	0.004
50	550	1.410	0.043	2.152	1.441	0.404	3.514	1.993	0.036
55	550	127.992	116.551	135.356	0.062	0.029	0.109	128.574	0.011
60	550	0.116	0.084	0.144	0.302	0.064	0.560	0.081	0.004
65	550	0.064	0.037	0.086	0.013	0.005	0.019	0.035	0.004
70	550	0.053	0.040	0.068	0.006	0.005	0.006	0.030	0.004
75	550	11.162	11.153	11.175	0.156	0.085	0.221	11.096	0.004
80	550	0.067	0.046	0.086	0.105	0.020	0.235	0.039	0.004
85	550	0.103	0.058	0.136	0.304	0.091	0.444	0.067	0.004
90	550	0.132	0.116	0.147	0.285	0.173	0.438	0.102	0.044
95	550	0.119	0.078	0.148	0.288	0.279	0.301	0.084	0.024
100	550	136.601	127.705	144.907	1.145	0.343	2.706	136.723	0.017
105	550	26.241	26.204	26.276	0.517	0.504	0.532	26.149	0.004
110	550	184.623	165.135	202.300	0.039	0.006	0.097	186.076	0.007
115	550	76.785	76.665	76.858	0.006	0.004	0.008	76.554	0.005
120	550	169.531	152.704	184.277	0.201	0.010	0.502	170.870	0.074
125	550	128.205	120.856	134.185	0.056	0.036	0.072	128.342	0.006
130	550	72.694	72.601	72.778	0.004	0.004	0.005	72.492	0.005
135	550	86.659	86.556	86.758	0.004	0.004	0.004	86.427	0.005
140	550	99.162	98.293	99.885	0.005	0.004	0.006	98.845	0.005
145	550	113.252	110.002	116.743	0.005	0.004	0.005	113.050	0.011
150	550	192.571	174.085	210.561	0.009	0.004	0.017	194.968	0.008
155	550	143.679	136.607	150.689	0.020	0.004	0.050	143.451	0.006
160	550	135.604	128.312	142.709	0.004	0.004	0.004	135.596	0.006
165	550	143.883	129.342	158.394	0.010	0.004	0.013	142.876	0.013
170	550	148.704	129.622	163.084	0.008	0.004	0.011	149.648	0.013
175	550	154.439	132.278	170.733	0.005	0.004	0.005	156.271	0.007
180	550	159.335	138.492	177.202	0.006	0.004	0.010	161.785	0.007
185	550	165.499	148.738	180.539	0.004	0.004	0.004	166.765	0.007
190	550	171.833	158.833	183.963	0.004	0.004	0.004	172.400	0.007
195	550	177.679	168.816	186.335	0.004	0.004	0.004	177.605	0.007
200	550	255.483	230.643	281.350	0.008	0.004	0.017	257.757	0.010
205	550	299.197	264.032	335.054	0.030	0.004	0.081	305.520	0.012
210	550	191.954	183.361	200.971	0.011	0.004	0.022	192.430	0.008
215	550	196.318	182.258	210.370	0.004	0.004	0.004	195.981	0.048
220	550	200.245	179.708	218.751	0.004	0.004	0.004	201.909	0.008
225	550	203.373	176.519	226.802	0.004	0.004	0.004	206.411	0.008
230	550	205.881	171.907	234.639	0.004	0.004	0.004	210.688	0.009
235	550	207.708	165.663	242.272	0.006	0.004	0.008	214.848	0.009
240	550	208.777	166.742	245.701	0.006	0.004	0.009	217.567	0.009
245	550	211.249	170.217	248.820	0.004	0.004	0.005	220.591	0.009
250	550	218.338	173.918	256.590	0.005	0.004	0.006	226.956	0.009
255	550	224.931	178.583	264.702	0.009	0.004	0.013	231.405	0.010
260	550	228.507	189.166	260.728	0.025	0.004	0.065	235.101	0.010
265	550	236.493	201.252	266.838	0.004	0.004	0.005	240.854	0.108
270	550	239.655	208.892	266.808	0.004	0.004	0.004	242.714	0.010
275	550	244.322	217.672	268.377	0.004	0.004	0.004	246.306	0.010
280	550	248.781	226.421	269.482	0.004	0.004	0.004	249.851	0.010
285	550	253.022	235.247	269.957	0.004	0.004	0.004	253.252	0.011
290	550	257.361	243.182	271.044	0.004	0.004	0.004	257.210	0.011
295	550	261.071	250.492	271.614	0.004	0.004	0.004	260.459	0.011
300	550	344.052	322.958	368.727	0.005	0.004	0.008	343.145	0.016
305	550	365.642	363.625	366.807	0.005	0.004	0.007	361.835	0.022
310	550	280.566	264.111	298.028	0.009	0.004	0.017	278.989	0.012
315	550	273.467	262.257	285.604	0.005	0.004	0.007	273.352	0.012
320	550	276.713	261.083	292.077	0.004	0.004	0.004	276.304	0.012
325	550	279.352	260.088	297.984	0.004	0.004	0.004	279.309	0.012
330	550	283.500	259.913	306.324	0.004	0.004	0.004	283.564	0.208
335	550	284.232	255.661	310.523	0.004	0.004	0.004	285.753	0.012
340	550	286.452	253.501	316.302	0.004	0.004	0.004	288.793	0.013
345	550	288.422	250.773	322.094	0.004	0.004	0.004	291.620	0.013
350	550	290.325	248.810	327.181	0.004	0.004	0.005	294.184	0.013
355	550	292.058	246.689	332.799	0.004	0.004	0.004	296.611	0.013
360	550	296.038	249.835	339.821	0.006	0.004	0.009	301.183	0.013
365	550	296.147	253.568	344.508	0.004	0.004	0.005	304.667	0.013
370	550	301.647	256.985	347.142	0.004	0.004	0.004	307.295	0.013
375	550	305.065	260.753	350.260	0.004	0.004	0.004	310.917	0.013
380	550	307.876	264.018	352.391	0.004	0.004	0.004	312.649	0.014
385	550	310.487	267.535	354.171	0.004	0.004	0.004	314.819	0.014
390	550	313.171	271.034	356.530	0.004	0.004	0.004	317.116	0.014
395	550	316.287	274.780	359.201	0.004	0.004	0.004	320.216	0.014
400	550	318.675	278.115	360.116	0.004	0.004	0.004	322.282	0.014
405	550	321.262	281.580	362.401	0.004	0.004	0.004	324.648	0.015
410	550	323.507	285.001	363.384	0.004	0.004	0.004	326.456	0.015
415	550	326.094	288.529	365.461	0.004	0.004	0.005	328.593	0.015
420	550	328.312	292.018	366.580	0.004	0.004	0.004	330.647	0.015
425	550	330.533	295.466	367.848	0.004	0.004	0.004	332.562	0.015
430	550	332.579	299.035	368.416	0.004	0.004	0.004	334.215	0.016
435	550	333.484	302.351	366.615	0.011	0.004	0.025	334.371	0.016
440	550	335.940	305.689	369.333	0.008	0.004	0.016	336.445	0.016
445	550	337.494	309.264	368.307	0.004	0.004	0.004	337.647	0.016
450	550	339.458	312.587	369.554	0.004	0.004	0.004	339.296	0.016
455	550	341.573	316.310	369.716	0.004	0.004	0.005	341.440	0.017
460	550	342.558	319.629	368.238	0.004	0.004	0.004	341.842	0.017
465	550	343.785	323.136	366.835	0.004	0.004	0.004	342.746	0.017
470	550	345.551	326.793	367.123	0.004	0.004	0.004	344.258	0.017
475	550	347.029	329.986	366.486	0.004	0.004	0.004	345.694	0.017
480	550	348.312	333.401	365.836	0.004	0.004	0.004	346.850	0.018
485	550	349.386	336.973	364.153	0.005	0.004	0.007	347.723	0.018
490	550	350.073	340.521	361.497	0.004	0.004	0.004	348.225	0.018
495	550	352.746	343.850	365.091	0.007	0.004	0.013	348.972	0.018
500	550	351.294	347.345	356.123	0.005	0.004	0.006	349.343	0.018
505	550	352.181	350.815	354.339	0.004	0.004	0.004	350.113	0.019
510	550	353.565	352.441	354.998	0.006	0.004	0.010	351.082	0.019
515	550	354.155	353.402	354.835	0.005	0.004	0.007	352.025	0.019
520	550	354.678	353.652	355.485	0.004	0.004	0.005	352.261	0.019
525	550	356.326	355.911	356.725	0.004	0.004	0.004	354.424	0.019
530	550	357.114	356.625	357.655	0.004	0.004	0.004	355.189	0.020
535	550	358.102	357.680	358.504	0.004	0.004	0.004	356.154	0.020
540	550	358.942	358.444	359.489	0.004	0.004	0.004	356.972	0.020
545	550	359.198	357.396	360.617	0.004	0.004	0.004	355.918	0.020
550	550	360.680	360.174	361.234	0.004	0.004	0.004	358.665	0.020
555	550	361.585	360.927	362.440	0.004	0.004	0.004	359.399	0.020
560	550	362.118	361.604	362.679	0.004	0.004	0.004	360.059	0.021
565	550	363.029	362.435	363.517	0.004	0.004	0.004	360.871	0.021
570	550	363.641	363.195	364.055	0.004	0.004	0.004	361.613	0.021
575	550	364.490	364.119	364.750	0.004	0.004	0.004	362.441	0.021
580	550	364.819	364.054	365.393	0.004	0.004	0.004	362.440	0.021
585	550	365.315	364.148	365.971	0.004	0.004	0.004	362.522	0.022
590	550	365.963	364.865	366.704	0.004	0.004	0.004	363.221	0.022
595	550	367.796	366.819	368.306	0.004	0.004	0.004	365.148	0.022
600	550	394.785	393.116	397.918	0.004	0.004	0.004	390.842	0.032
605	550	409.038	406.557	412.351	0.004	0.004	0.004	403.109	0.044
610	550	404.743	403.605	405.665	0.005	0.004	0.006	399.524	0.043
615	550	399.014	396.064	401.220	0.004	0.004	0.004	393.762	0.040
620	550	373.218	371.705	374.604	0.006	0.004	0.011	371.528	0.024
625	550	372.873	370.408	374.696	0.004	0.004	0.005	370.930	0.024
630	550	371.486	370.444	372.512	0.004	0.004	0.004	368.773	0.023
635	550	372.258	371.121	373.204	0.004	0.004	0.004	369.433	0.023
640	550	372.889	371.743	373.841	0.004	0.004	0.004	370.038	0.024
645	550	373.377	372.310	374.423	0.004	0.004	0.004	370.588	0.024
650	550	374.185	373.200	375.059	0.004	0.004	0.004	371.457	0.024
655	550	374.453	373.279	375.422	0.004	0.004	0.004	371.522	0.024
660	550	374.956	373.957	375.839	0.004	0.004	0.004	372.183	0.024
665	550	375.684	374.585	376.479	0.004	0.004	0.004	372.793	0.024
670	550	376.270	375.162	377.069	0.004	0.004	0.004	373.353	0.025
675	550	376.805	375.690	377.609	0.004	0.004	0.004	373.863	0.025
680	550	377.291	376.167	378.099	0.004	0.004	0.004	374.324	0.025
685	550	377.727	376.595	378.539	0.004	0.004	0.004	374.734	0.025
690	550	378.403	377.263	379.220	0.004	0.004	0.004	375.385	0.025
695	550	378.741	377.884	379.562	0.004	0.004	0.004	375.697	0.026
700	550	379.326	378.168	380.150	0.005	0.004	0.006	376.256	0.026
705	550	378.581	376.350	380.693	0.007	0.004	0.012	376.769	0.026
710	550	380.213	379.185	381.191	0.004	0.004	0.004	377.238	0.026
715	550	380.916	379.697	381.718	0.005	0.004	0.006	377.731	0.026
720	550	382.106	381.455	382.506	0.006	0.004	0.010	378.141	0.027
725	550	381.420	379.212	382.951	0.004	0.004	0.005	378.894	0.027
730	550	382.194	380.987	383.044	0.004	0.004	0.004	378.971	0.027
735	550	382.675	381.563	383.632	0.004	0.004	0.004	379.530	0.027
740	550	383.218	382.099	384.181	0.004	0.004	0.004	380.048	0.027
745	550	383.510	382.277	384.689	0.004	0.004	0.004	380.315	0.027
750	550	383.971	382.731	385.158	0.004	0.004	0.004	380.752	0.028
755	550	384.393	383.144	385.586	0.004	0.004	0.004	381.149	0.028
760	550	384.992	383.844	385.975	0.004	0.004	0.004	381.724	0.028
765	550	385.336	384.180	386.323	0.004	0.004	0.004	382.042	0.028
770	550	385.639	384.476	386.632	0.004	0.004	0.004	382.321	0.028
775	550	386.455	385.504	387.342	0.004	0.004	0.004	383.328	0.029
780	550	386.681	385.724	387.573	0.004	0.004	0.005	383.532	0.029
785	550	387.428	386.690	388.211	0.004	0.004	0.004	384.475	0.029
790	550	386.376	383.612	387.833	0.005	0.004	0.007	381.414	0.058
795	550	388.367	387.734	389.273	0.004	0.004	0.004	385.595	0.029
800	550	388.334	387.699	389.243	0.004	0.004	0.004	385.547	0.029
805	550	388.716	388.078	389.629	0.004	0.004	0.004	385.910	0.030
810	550	389.064	388.422	389.981	0.004	0.004	0.005	386.237	0.030
815	550	389.611	389.084	390.297	0.004	0.004	0.004	386.765	0.030
820	550	389.890	389.360	390.579	0.004	0.004	0.004	387.024	0.030
825	550	390.254	389.602	391.183	0.004	0.004	0.004	387.367	0.030
830	550	390.704	390.169	391.397	0.004	0.004	0.004	387.798	0.031
835	550	390.880	390.343	391.576	0.004	0.004	0.004	387.954	0.062
840	550	391.387	390.847	392.086	0.004	0.004	0.004	388.441	0.031
845	550	391.619	390.954	392.565	0.004	0.004	0.005	388.653	0.031
850	550	391.941	391.396	392.644	0.004	0.004	0.004	388.955	0.031
855	550	392.355	391.808	393.061	0.004	0.004	0.004	389.350	0.032
860	550	392.740	392.190	393.448	0.004	0.004	0.004	389.715	0.032
865	550	393.094	392.542	393.805	0.004	0.004	0.004	390.049	0.032
870	550	392.948	391.887	393.914	0.004	0.004	0.004	389.388	0.032
875	550	393.477	392.664	394.320	0.004	0.004	0.004	390.143	0.032
880	550	393.504	392.431	394.478	0.004	0.004	0.004	389.898	0.032
885	550	393.866	392.658	395.103	0.004	0.004	0.004	390.237	0.033
890	550	394.458	393.631	395.313	0.004	0.004	0.004	390.678	0.033
895	550	394.505	393.415	395.492	0.004	0.004	0.004	390.830	0.033
900	550	394.782	393.555	396.037	0.004	0.004	0.004	391.084	0.033
905	550	395.164	394.062	396.159	0.004	0.004	0.004	391.443	0.033
910	550	395.385	394.144	396.652	0.004	0.004	0.004	391.641	0.033
915	550	396.089	395.512	396.825	0.004	0.004	0.005	392.450	0.034
920	550	395.905	394.518	397.047	0.004	0.004	0.004	391.853	0.034
925	550	396.043	394.512	397.462	0.004	0.004	0.004	391.966	0.034
930	550	396.290	394.887	397.442	0.004	0.004	0.004	392.188	0.034
935	550	397.088	395.126	398.521	0.004	0.004	0.004	392.009	0.034
940	550	396.980	395.563	398.142	0.004	0.004	0.004	392.829	0.035
945	550	397.287	395.863	398.454	0.004	0.004	0.004	393.112	0.035
950	550	397.570	396.138	398.742	0.004	0.004	0.004	393.370	0.035
955	550	397.827	396.388	399.004	0.004	0.004	0.004	393.603	0.035
960	550	398.060	396.613	399.242	0.004	0.004	0.004	393.810	0.035
965	550	398.267	396.813	399.454	0.004	0.004	0.004	393.993	0.035
970	550	398.593	396.988	400.072	0.005	0.004	0.007	394.295	0.036
975	550	398.752	397.138	400.237	0.004	0.004	0.004	394.429	0.036
980	550	399.175	397.699	400.377	0.004	0.004	0.004	394.828	0.036
985	550	399.827	398.338	401.037	0.004	0.004	0.005	395.444	0.036
990	550	399.370	397.879	400.582	0.004	0.004	0.004	395.121	0.036
995	550	399.726	398.374	400.647	0.004	0.004	0.004	395.452	0.037
1000	550	399.911	398.404	401.133	0.004	0.004	0.004	395.614	0.037
1005	550	400.222	398.857	401.150	0.004	0.004	0.004	395.901	0.037
1010	550	400.362	398.840	401.593	0.004	0.004	0.004	396.017	0.037
1015	550	400.629	399.251	401.563	0.004	0.004	0.004	396.260	0.037
1020	550	401.026	399.641	401.964	0.004	0.004	0.004	396.634	0.037
1025	550	401.098	399.554	402.344	0.004	0.004	0.004	396.682	0.038
1030	550	401.453	399.902	402.705	0.004	0.004	0.004	397.013	0.038
1035	550	401.634	400.230	402.582	0.004	0.004	0.004	397.171	0.038
1040	550	401.949	400.538	402.900	0.004	0.004	0.005	397.462	0.038
1045	550	402.244	400.826	403.198	0.004	0.004	0.004	397.733	0.038
1050	550	402.518	401.094	403.476	0.004	0.004	0.004	397.984	0.038
1055	550	402.458	400.869	403.734	0.004	0.004	0.004	397.900	0.039
1060	550	402.691	401.095	403.972	0.004	0.004	0.004	398.109	0.039
1065	550	402.904	401.300	404.190	0.004	0.004	0.004	398.298	0.039
1070	550	403.417	401.966	404.388	0.004	0.004	0.004	398.788	0.039
1075	550	403.592	402.134	404.566	0.004	0.004	0.004	398.939	0.039
1080	550	403.747	402.282	404.724	0.004	0.004	0.005	399.070	0.040
1085	550	403.881	402.411	404.862	0.004	0.004	0.004	399.181	0.040
1090	550	404.159	402.519	405.471	0.004	0.004	0.004	399.435	0.040
1095	550	404.255	402.607	405.571	0.004	0.004	0.004	399.507	0.040
1100	550	404.661	403.170	405.652	0.004	0.004	0.004	399.889	0.040
1105	550	404.718	403.221	405.712	0.004	0.004	0.004	399.923	0.041
1110	550	404.922	403.251	406.253	0.004	0.004	0.004	400.103	0.041
1115	550	405.275	403.765	406.276	0.004	0.004	0.004	400.433	0.041
1120	550	405.275	403.758	406.279	0.004	0.004	0.004	400.409	0.041
1125	550	405.424	403.731	406.770	0.004	0.004	0.004	400.534	0.041
1130	550	405.725	404.195	406.736	0.004	0.004	0.004	400.811	0.041
1135	550	404.902	401.679	406.758	0.004	0.004	0.004	398.486	0.083
1140	550	406.105	404.561	407.122	0.004	0.004	0.004	401.144	0.042
1145	550	406.182	404.459	407.548	0.004	0.004	0.004	401.197	0.042
1150	550	406.415	404.858	407.439	0.004	0.004	0.004	401.406	0.042
1155	550	406.805	405.242	407.832	0.004	0.004	0.004	401.773	0.042
1160	550	406.830	405.085	408.211	0.004	0.004	0.004	401.774	0.042
1165	550	407.187	405.960	408.046	0.005	0.004	0.006	401.933	0.043
1170	550	406.878	404.520	409.235	0.004	0.004	0.004	401.015	0.299
1175	550	407.898	406.835	408.941	0.004	0.004	0.004	403.457	0.043
1180	550	408.210	407.143	409.257	0.004	0.004	0.004	403.749	0.043
1185	550	407.153	403.605	409.489	0.004	0.004	0.004	400.073	0.086
1190	550	408.719	408.365	409.413	0.004	0.004	0.004	404.746	0.044
1195	550	408.986	408.631	409.681	0.004	0.004	0.004	404.995	0.044
1200	550	408.874	408.336	409.935	0.004	0.004	0.004	404.865	0.044
1205	550	409.110	408.570	410.173	0.004	0.004	0.004	405.082	0.044
1210	550	409.330	408.788	410.397	0.004	0.004	0.004	405.284	0.044
1215	550	409.535	408.992	410.605	0.004	0.004	0.004	405.471	0.045
1220	550	409.725	409.180	410.799	0.004	0.004	0.004	405.643	0.045
1225	550	409.900	409.354	410.977	0.004	0.004	0.004	405.800	0.045
1230	550	410.060	409.512	411.141	0.004	0.004	0.004	405.942	0.045
1235	550	410.206	409.656	411.289	0.004	0.004	0.004	406.069	0.045
1240	550	410.336	409.784	411.423	0.004	0.004	0.004	406.181	0.046
1245	550	410.451	409.898	411.541	0.004	0.004	0.004	406.278	0.046
1250	550	411.227	410.670	412.322	0.004	0.004	0.004	407.023	0.046
1255	550	411.018	410.653	411.733	0.004	0.004	0.004	406.809	0.046
1260	550	411.090	410.724	411.807	0.004	0.004	0.004	406.863	0.046
1265	550	411.147	410.780	411.865	0.004	0.004	0.004	406.902	0.046
